,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
HAR1A,0.5860995,-0.3654616,0.351713,-0.07955998,-0.13964613,0.096534126,0.24944472,0.06264998,0.009725435,-0.451057,0.07044192,-0.32785916,-0.9125968,-0.39687833,0.27508894,0.5751298,-0.07290615,0.10824585,-0.014056414,-0.409777,-0.67743605,0.2798064,-0.19988102,0.0047413,0.12534407,0.031785272,0.39040953,-0.056015346,-0.6078815,0.22068542,-0.6405623,-0.37568465,0.14727576,0.29367486,0.0040550306,0.17276439,-0.2417843,0.265954,0.36276245,0.4624437,0.5561175,-0.004140947,0.6897728,-0.00696265,0.47908986,-0.4823662,0.27710062,-0.11016042,0.068056405,-0.17432702,0.52808046,-0.18674862,-0.02773641,0.0831069,-0.09188992,0.5294858,0.42056006,0.48454177,-0.17964357,0.53635955,0.082522325,0.12624346,-0.2886207,0.06577124
HAR1B,0.5860995,-0.3654616,0.35171297,-0.07955998,-0.13964613,0.09653412,0.24944471,0.06264998,0.009725437,-0.451057,0.070441924,-0.32785916,-0.9125967,-0.39687833,0.27508894,0.57512975,-0.07290615,0.10824585,-0.014056413,-0.409777,-0.677436,0.2798064,-0.19988102,0.004741301,0.12534407,0.031785272,0.39040953,-0.056015346,-0.6078815,0.22068541,-0.6405623,-0.37568462,0.14727576,0.29367483,0.004055027,0.17276439,-0.2417843,0.26595396,0.36276245,0.4624437,0.5561175,-0.0041409507,0.6897727,-0.0069626495,0.47908986,-0.4823662,0.27710062,-0.11016041,0.068056405,-0.17432702,0.52808046,-0.18674862,-0.02773641,0.0831069,-0.0918899,0.52948576,0.42056006,0.48454177,-0.17964357,0.53635955,0.08252232,0.12624346,-0.2886207,0.06577124
HCP5,0.38047323,-0.14863268,0.084673025,-0.012992744,-0.36099246,0.32866877,0.3251373,0.027549561,0.36455548,-0.20449433,-0.19641292,-0.37095955,-0.3016289,0.1076556,0.050981272,0.06746166,-0.33380595,-0.063353226,-0.30048025,0.05113829,-0.12652175,-0.120852806,0.10267308,0.23444688,0.045616895,0.07656381,0.42579073,0.16376913,-0.3589363,0.06952268,0.15824047,-0.27940905,-0.22598171,0.33741555,0.13266808,0.14699404,0.21632224,0.27446538,-0.11725765,0.16694069,0.058656745,-0.35218796,0.11535415,0.15131174,-0.19693698,-0.3413069,0.12902892,-0.23320086,0.118839495,-0.05650876,0.2596539,0.082856305,-0.23291795,0.07399291,-0.22066036,0.24961208,0.07567546,0.2667826,-0.3900329,-0.05075056,-0.15364149,0.03283135,0.06504743,0.2844042
HIF1A-AS1,-0.17527318,0.15627366,-0.26028007,0.30641806,0.13113025,-0.87200063,-0.1782924,-0.24668464,0.17821845,0.075634964,-0.05085337,0.43594605,0.6154277,0.2765339,-0.017476067,-0.06282348,0.23259658,-0.03416866,0.585793,-0.15769528,0.103054464,0.08370164,-0.11662846,-0.21587074,0.16311792,-0.5294141,0.075311184,-0.42697287,0.032861628,0.2734037,0.17985727,-0.07249221,-0.08488436,0.116280235,-0.37868875,-0.47785187,-0.20265967,-0.08154234,0.0635909,0.120991446,-0.38020825,-0.22059524,-0.23253962,0.30760726,-0.0051757824,0.2804335,-0.19695076,-0.23909144,0.03674709,0.43104333,-0.58781976,-0.45877925,0.10583779,0.27631915,-0.087222904,0.3022924,-0.052616224,0.06963534,-0.68960077,0.10603371,-0.3876468,0.022958972,-0.054888383,-0.12287456
HIF1A-AS2,-0.04236735,-0.40430334,0.35839507,-0.43649226,-0.31924146,-0.3194819,0.38332412,0.19464144,0.16395208,0.07492926,-0.040621214,-0.53171736,-0.12515277,-0.44650674,-0.060135286,-0.0852565,-0.3986878,0.5332935,0.047777995,0.16655494,-0.0822518,0.14366063,0.39706302,-0.12971556,-0.18177758,-0.24414393,-0.02097419,-0.30898413,-0.41079727,0.7975813,-0.14201368,-0.1256468,0.07368709,0.29632568,0.13691872,0.121477574,-0.056558013,-0.10361016,-0.31097138,0.52038765,0.15572634,-0.03729734,-0.20681474,-0.54092157,0.34485036,0.13664086,0.39435166,0.2170904,-0.733901,-0.023254544,-0.10381076,-0.37607145,-0.17018732,-0.4645031,0.03917883,-0.29027504,0.22105989,-0.16495532,-0.3698792,-0.013866935,0.060194474,0.5657337,-0.6255254,-0.032993462
HNF1A-AS1,-0.47304785,0.08201593,0.37834242,-0.04536231,0.024222493,-0.65171635,0.032159984,-0.014616653,0.21506365,-0.02780506,-0.64317304,-0.03259682,-0.6152232,-0.15709335,0.06494859,-0.23253655,-0.05454454,-0.33940578,-0.21766892,0.2057347,-0.36801428,-0.76329654,0.077373266,0.15858918,-0.5144276,0.18912292,0.13582347,-0.107167244,-0.15793923,-0.09742807,-0.0022780895,-0.6832137,-0.8318181,-0.0685371,0.32405776,0.09884095,-0.26917455,-0.1579091,0.29958656,-0.38147956,0.1933468,0.056549475,-0.22367415,-0.42126006,0.345203,0.34143043,0.25044993,-0.2714982,-0.049736544,0.48062453,-0.7458172,0.14220157,0.23114537,-0.12059391,0.16708997,-0.54612553,-0.10088824,-0.32568505,-0.22329289,0.41262296,0.20636168,0.015661947,-0.18148535,-0.63042337
HOTAIR,-0.6836207,-0.32812357,0.3178867,-1.4657667,-1.0334603,-0.8851697,0.15940315,0.9349141,0.40398663,-0.022501707,-0.5168833,-0.86099905,-0.79708767,-0.23198694,0.45351693,0.87711495,-0.021446878,-0.49311388,0.87230825,-1.283662,-0.49185136,-0.36272937,0.38549113,1.1499776,-0.5493736,0.34053153,1.1903312,1.3122185,0.11164597,1.7516679,-0.3211629,-1.0743037,-0.6339872,1.0479504,-0.68914425,-1.1866155,-0.4942595,-0.18756843,0.20030133,-1.4487607,-1.0419288,-0.076197565,-1.0825281,-1.3136889,-0.23394045,0.88378185,-0.09665179,0.44435984,0.9550919,-0.31659353,-1.1933463,-0.15513858,-0.41182587,-0.0032522678,-1.0020576,-1.2007883,-0.8600398,-0.31535268,-0.6019839,0.30929923,0.3548335,-0.014360592,-0.48526797,-1.0916281
HULC,-0.3277899,0.6784636,0.5080666,-0.16821915,-0.31638265,-0.27748618,0.14852801,0.9968461,0.006785527,-0.07065648,-0.5805328,-0.4839406,0.10064247,0.04195276,-0.032245785,0.046950668,-0.030960172,0.25303012,0.2893937,0.06575996,0.14900565,-0.6559845,0.10716283,0.2013712,-0.20194077,0.062963694,-0.06293054,0.5831971,0.06403053,-0.21198022,-0.8645688,-0.8244484,-0.6264049,-0.10256946,0.25052565,-0.20941202,0.022872716,0.14014506,0.46404558,-0.92521226,0.20818841,0.2912598,0.018289462,0.019209534,0.15717746,0.44945985,-0.21622841,-0.22663268,-0.6074278,0.1955087,-0.39839894,-0.6222562,0.17097242,-0.27151358,0.034009136,-0.7515132,-1.1508467,-0.19660088,-0.79604995,0.24875692,-0.22948748,-0.012138307,-0.14729229,-0.5995461
IFNG-AS1,0.3900844,-0.15726006,0.077003956,-0.022114247,-0.38990945,0.3348859,0.37681764,0.017233217,0.3440989,-0.22540735,-0.21849507,-0.38285384,-0.28933638,0.10594805,0.012089536,0.08812848,-0.36219224,-0.059477888,-0.3290982,0.023388222,-0.14864497,-0.10336152,0.08154709,0.22858691,0.036207482,0.08503199,0.4338903,0.1491313,-0.35715404,0.08801976,0.13879815,-0.34407818,-0.21483523,0.36035928,0.19351287,0.15089472,0.211106,0.29370347,-0.12922111,0.1810727,0.086985245,-0.3581037,0.12122286,0.11383769,-0.18940133,-0.36342508,0.11258473,-0.24209371,0.13019642,-0.078220055,0.26134187,0.066761866,-0.24072978,0.08690234,-0.21923602,0.26529247,0.10877016,0.27938935,-0.40076363,-0.08326232,-0.14118291,0.031391732,0.046006262,0.29059523
IGF2-AS,-0.3928939,0.33121473,0.6128869,-0.17405966,0.08528308,-0.27496845,-0.30135673,0.358935,0.28323662,0.43306354,0.3872766,0.21884331,-0.84887487,0.21048205,0.58348227,0.097797364,-0.060012184,-0.3041344,-0.08171068,0.007571902,0.17834948,-0.10433079,0.33894444,0.22444528,0.529945,0.51782656,-0.037884753,0.30844167,0.35066396,-0.20327303,0.28564674,0.28687763,-0.84319496,-0.074871555,-0.3990336,-0.4000011,0.040068656,0.45072734,-0.00847606,-0.8776827,0.17610331,-0.21662968,-0.24077009,-0.060470983,-0.42483628,-0.042472,0.1971593,-0.10180396,0.058490332,0.09560167,0.057596996,-0.17569461,0.44200575,0.09400277,-0.018498342,-0.38282293,0.28839087,0.17202869,-0.14195041,0.2758767,-0.19635215,-0.26330543,-0.10502603,0.320966
KCNQ1DN,0.3881483,-0.15013613,0.05459755,0.0025445577,-0.37107193,0.32260326,0.36160487,0.074431784,0.35003278,-0.20568731,-0.1833303,-0.36957473,-0.2781093,0.12428954,0.015697971,0.1361416,-0.35011825,-0.081192136,-0.31821296,0.045217704,-0.14340627,-0.12543815,0.082000226,0.24323425,0.07707813,0.09960641,0.47234252,0.1529628,-0.3378853,0.059543744,0.15603803,-0.31924132,-0.24258481,0.3447743,0.16226907,0.15695241,0.24202411,0.26926935,-0.11737602,0.1625466,0.09945126,-0.3590669,0.12012458,0.13129112,-0.21867323,-0.35300672,0.116490826,-0.2696755,0.15133695,-0.07745424,0.25638458,0.11225538,-0.2367043,0.12133224,-0.23604383,0.26858518,0.11508517,0.27812004,-0.3794376,-0.020913668,-0.19655094,-0.0070740217,0.049511503,0.31492132
KCNQ1OT1,0.20599957,-0.3107883,0.8365556,-0.3496635,-0.50974464,-0.09309712,-0.14520077,0.348876,0.12857974,-0.04907367,0.4389878,-0.51006365,-0.55558085,0.12571307,-0.3660576,-0.002528308,-0.5261779,-0.04130926,-0.26309228,-0.13905364,0.06116508,-0.04691334,0.36154583,-0.26718903,-0.05113095,-0.2956654,-0.036313057,-0.3202677,-0.24044204,0.7631827,-0.10179205,0.014413238,-0.50382745,0.3516232,0.45459425,-0.07324605,-0.20904294,0.33506477,0.031214476,-0.17893814,0.3461799,-0.27242592,-0.11072481,-0.41603577,0.49435988,-0.6109041,0.07693292,0.2337063,0.0064331815,0.1396515,0.090556085,-0.8942021,0.15674517,0.0480693,-0.17908476,-0.18793133,0.27061045,0.37861168,-0.84072065,0.5109858,0.042921495,0.35582507,-0.036582597,0.15982403
LINC00032,0.38001242,-0.14670417,0.039178748,0.009962026,-0.35261157,0.31796587,0.3349029,0.08520438,0.3392343,-0.18826123,-0.18157116,-0.35770848,-0.26026306,0.121896096,0.009678362,0.1293136,-0.32529652,-0.09018159,-0.30088717,0.059195127,-0.12856776,-0.12180083,0.111508615,0.24898,0.07344914,0.08894039,0.4554487,0.15818429,-0.33629113,0.06431741,0.16893393,-0.3000016,-0.24230742,0.32984465,0.13856266,0.15082541,0.24846864,0.24811839,-0.11020635,0.15521157,0.09475621,-0.34839988,0.099356964,0.12798792,-0.21702187,-0.33963853,0.11717937,-0.25760046,0.14673226,-0.075459555,0.25032008,0.11147469,-0.22537337,0.116364025,-0.23574135,0.25405744,0.09717808,0.2605658,-0.37090775,-0.0033759382,-0.20214625,-0.012180709,0.052667655,0.31431943
LINC00271,0.40630957,-0.15324457,0.05200283,-0.0026139019,-0.3916573,0.34020552,0.39249083,0.070489354,0.3651231,-0.22070304,-0.20545562,-0.39113325,-0.2839147,0.13328066,0.004008753,0.1244546,-0.37871343,-0.08215385,-0.3340125,0.040458895,-0.13782707,-0.13071474,0.087806635,0.25154978,0.077138826,0.09185543,0.48803246,0.14266276,-0.3734548,0.06711645,0.15772499,-0.3505641,-0.24703792,0.37522382,0.18534787,0.1684657,0.2572811,0.2880802,-0.12191673,0.17013143,0.10087201,-0.37841275,0.11161474,0.12192973,-0.23796743,-0.3658299,0.118393004,-0.2817836,0.14801784,-0.08113803,0.2655192,0.110698745,-0.2595969,0.12359875,-0.24406832,0.27884415,0.12138461,0.27742988,-0.39749852,-0.05466588,-0.20390691,-0.0077531496,0.037504632,0.3106714
LSINCT5,0.26347506,-0.33320454,0.40089944,-0.4761858,-0.53551817,0.19470169,0.5044755,-0.29717994,0.35044852,-0.13345784,-0.515828,-0.47160843,-0.3588579,-0.25702152,0.10275969,-0.34446773,-0.3697324,0.39070642,-0.20479564,-0.11272282,-0.1441913,0.34953102,0.16949427,-0.03944206,-0.35935622,0.06961525,0.073243216,-0.09177521,-0.5266118,0.44689217,-0.2642548,-0.38181522,0.08963377,0.39749533,0.45806977,0.08343556,-0.03815083,0.19488786,-0.14633471,0.4934162,-0.13400066,-0.2718581,-0.16683045,-0.17081013,0.17586264,-0.32659668,0.2680927,0.101782806,-0.15436532,-0.0070967795,0.1859283,-0.33740997,-0.2398823,-0.38829368,0.03983277,0.16169715,0.15230301,0.23953854,-0.5315658,-0.38516262,0.34045386,0.3813222,-0.26425093,0.04913164
MALAT1,-1.1066514,-0.29282862,0.04817912,-1.915493,-1.1428812,-1.1493843,-0.730648,0.9722593,0.25398436,0.27317935,-0.52070713,-1.5637326,0.6240072,0.9603073,0.4730217,1.1155026,-0.44227445,-0.7782637,1.6435992,-0.86085254,-1.5949082,0.028434321,0.29876062,0.69347286,-1.1459184,0.76356673,-0.19737454,0.2605787,-0.2711408,0.89601344,-0.9853805,-1.0221666,-1.5566419,0.8794007,-0.32467985,-0.7162233,0.20895636,0.8888972,0.22020702,-1.3761133,-0.5061635,-0.9479185,-0.7287935,-0.51648605,-0.74074507,1.2175062,0.14817142,-0.71323884,0.2684433,0.57966197,-0.76491344,-0.9018673,0.35234356,-0.8004956,-1.4807019,-0.6887516,-1.3676759,-0.76255774,0.01275301,0.47852135,-0.04151225,1.1901412,-0.6697712,-0.7268579
MEG3,-0.47166568,0.27314395,0.8271056,-1.538514,-0.95189214,-0.2998033,0.3901328,0.86275345,0.82750434,-1.2257098,-0.3005578,-0.8115227,-0.6659625,0.9646219,-0.55389667,0.70334816,1.0171322,-0.9006062,0.6888892,-0.2801773,-1.5236737,-0.3134765,-0.068795845,1.6545484,0.09342843,0.057418108,0.04455954,0.54513,-0.3421264,1.2218127,-1.579808,-0.5338927,-1.4427363,-0.04069966,-0.7422081,-0.7501969,-0.44454822,0.4364245,-0.65846014,-1.5785892,-1.1412693,-1.6208351,-0.7792506,-1.2658408,0.9066772,-0.06776637,0.129543,-0.16106617,-0.45292783,0.17592996,-0.89339274,-0.6110509,0.5008847,-0.055621445,-1.1970563,-0.065661296,0.32604095,-1.2712009,-0.9955155,0.39068598,-0.5300537,0.70732903,-1.4243557,-1.0928125
MESTIT1,0.39206433,-0.14423098,0.06312271,-0.022636075,-0.3772557,0.32493988,0.35364252,0.033547454,0.33619735,-0.21463385,-0.20307268,-0.37549633,-0.2699706,0.107323736,0.019680211,0.103596695,-0.35504782,-0.08736817,-0.3232762,0.04219094,-0.1339451,-0.11523253,0.09910776,0.23804456,0.043358684,0.08584488,0.43767467,0.15114947,-0.3602724,0.07473629,0.14851561,-0.33011508,-0.22269048,0.35455889,0.16727178,0.1584663,0.23036641,0.26394323,-0.12884437,0.17080344,0.10065913,-0.36385107,0.10108907,0.12158511,-0.1964258,-0.35948855,0.099438965,-0.24059276,0.12540387,-0.08203437,0.2613191,0.08060525,-0.23702691,0.10938063,-0.22191362,0.2628918,0.093240455,0.26526248,-0.39508086,-0.056330796,-0.16366151,0.0065089474,0.050270945,0.2894881
MIAT,0.39254975,-0.93396056,0.3558097,-0.45905012,-0.6279541,-0.41493103,0.30260593,0.20658484,0.3852185,-0.11529958,0.22659257,-0.5529558,-0.58467484,-0.95630145,0.093986124,0.97264326,0.62683237,-0.62702256,-0.69650024,0.27830043,-0.7320631,0.2427957,-0.05353131,0.38322976,-0.17465898,0.66791284,0.89688206,-0.2155648,-0.67941463,0.3290218,-0.3527227,0.11786816,0.035814375,-0.14434767,0.10245626,0.110547334,-0.4069,1.0789274,1.5263958,-0.117225245,0.42300949,-0.33195037,0.24708132,-0.54991376,-0.10433581,-0.89632523,0.4505717,0.24106634,-0.007063359,0.36398005,0.57239604,-0.62933564,0.7165732,0.012746155,-0.7489253,0.40355748,0.9621939,0.2138125,-0.38320136,-0.016748562,-0.021360219,-0.66863614,-0.15608199,0.2099614
MINA,-0.32015982,0.28740415,0.7221436,-0.034310736,-0.31191573,-0.013018265,0.13623393,0.07512616,-0.044237014,0.29914945,0.076283015,0.2801309,-0.68542826,0.41773,0.45381165,-0.07328104,-0.19445437,-0.24366803,-0.058060378,-0.34035647,-0.027620235,0.20570502,0.1968606,0.066130996,-0.11990023,0.26976472,-0.28121826,0.1045594,-0.090559594,0.10176816,-0.24867858,0.13961978,-0.6396621,0.36866325,-0.130894,-0.23544529,-0.06056776,0.17500943,0.32943538,-0.6415044,0.32686818,0.036912695,-0.69646347,-0.49989057,-0.18160383,-0.08186598,0.057689823,-0.035178356,-0.2723636,-0.19237664,0.15754372,-0.585109,0.14595446,-0.0076628923,-0.030853119,-0.29612204,0.45722055,0.15449168,-0.066959724,-0.09322919,0.049724445,-0.29038954,-0.40048784,-0.1528147
MIR100HG,-0.1279882,0.16514316,0.27797863,0.005275145,0.4910654,0.28567505,0.34228402,0.47605637,-0.3066916,-0.12781392,0.043154947,-0.67964494,0.3323704,0.048671275,0.12773925,0.27739716,0.6377974,0.49262184,0.23726012,-0.02835967,-0.058014102,0.024060063,-0.54178727,0.16872413,-0.14835979,-0.14772534,-0.36375678,-0.40646592,-0.013421297,-0.49273688,0.26515284,-0.19323356,-0.36429098,0.110587284,-0.3926905,-0.21057533,0.034595583,-0.08272096,-0.25811356,-0.08664839,0.1026749,-0.37555617,-0.1498054,-0.2894786,0.1270421,0.1920134,0.17565753,0.3661772,-0.031781673,0.4494558,0.07562727,-0.02353245,-0.4227205,0.16579652,-0.3697337,-0.11672215,-0.49745265,0.05582442,-0.028203197,-0.16258904,0.3584904,-0.2837847,0.11376056,0.05250068
MIR155HG,0.40691647,-0.035812534,0.041625306,-0.12457529,-0.28242156,0.21992393,0.2522135,-0.034390483,0.22779319,-0.18558526,-0.09596098,-0.35428616,-0.16497445,-0.010038968,0.08888223,0.22175689,-0.28894773,-0.27545312,-0.30920473,0.06849259,-0.13082284,-0.122325666,0.16861135,0.23993582,0.022672389,0.083373845,0.39780295,0.116171226,-0.37559918,0.034990363,0.12086405,-0.3222527,-0.1369255,0.3240801,0.046016805,0.19568229,0.2635892,0.1718938,-0.10531175,0.11154483,0.22764587,-0.37311232,0.06064723,0.12185766,-0.14432895,-0.37067938,-0.14617226,-0.1335578,0.05194418,-0.15043831,0.27918693,0.017814724,-0.20666493,0.20339324,-0.19178794,0.286096,0.026767593,0.17549653,-0.31818324,0.006190503,-0.14902383,-0.10896404,0.04360376,0.17711519
MIR17HG,0.37826693,0.029385168,0.06798309,-0.24186102,-0.20610514,0.10732097,0.16411231,-0.09627143,0.07709755,-0.15941663,0.0036168136,-0.2934946,-0.07952669,-0.10340002,0.14083193,0.31730327,-0.25860676,-0.45162076,-0.3243724,0.04668813,-0.08376708,-0.09940761,0.2627484,0.26069742,-0.045286257,0.10518073,0.2781205,0.07044999,-0.36746702,0.018473744,0.07208796,-0.30383247,-0.10372371,0.28763962,-0.03254331,0.19010194,0.27853802,0.045581594,-0.08605323,0.03629718,0.358085,-0.36393136,0.0410999,0.053791456,-0.06641732,-0.3803538,-0.37873,0.0062303487,-0.021112733,-0.2214569,0.2771511,-0.07786235,-0.11679953,0.27082464,-0.212344,0.29558143,-0.0035804298,0.12178543,-0.26286143,0.054171253,-0.10841685,-0.2038526,0.028944049,0.06388368
MIR31HG,0.115519434,-0.36819053,0.38876373,-0.44938394,-0.4341253,-0.050189115,0.46463773,-0.062951714,0.25271308,-0.052735932,-0.27244818,-0.5172529,-0.24779445,-0.3493069,0.014135564,-0.20133872,-0.40613714,0.45801932,-0.09741698,0.013354704,-0.12764364,0.23267747,0.27027988,-0.08218201,-0.2724615,-0.0903402,0.031108003,-0.19634184,-0.47197002,0.6304022,-0.19379744,-0.27442968,0.08354448,0.36098212,0.3083686,0.10945238,-0.05586894,0.07736818,-0.23925439,0.5030298,0.022015423,-0.1660962,-0.15892453,-0.36295658,0.2558163,-0.109930255,0.30405766,0.15238693,-0.4413789,-0.026432384,0.047701202,-0.35961753,-0.21424177,-0.42203897,0.036778186,-0.056399032,0.19921724,0.04573813,-0.45401967,-0.21618263,0.20352931,0.4827094,-0.4388468,0.006083494
NAMA,0.3912002,-0.15260991,0.046662994,-0.0036725085,-0.35873008,0.3162734,0.34227675,0.06907782,0.3414919,-0.1931588,-0.1933998,-0.36246452,-0.26663068,0.1129142,0.016462417,0.11108052,-0.32749882,-0.08091413,-0.3118247,0.04634106,-0.13245142,-0.105651595,0.107368805,0.24185073,0.06203306,0.09262476,0.44993943,0.15542719,-0.34076855,0.06661051,0.15869217,-0.31567267,-0.2292695,0.33266768,0.15040162,0.14907257,0.24033411,0.25976658,-0.10818449,0.15483415,0.088118635,-0.35040402,0.0923844,0.13369535,-0.20863964,-0.3507668,0.12150989,-0.25661677,0.14600725,-0.07173884,0.25613928,0.10173876,-0.22562374,0.11108497,-0.22790891,0.26052934,0.09619205,0.2628665,-0.37766117,-0.018216208,-0.17851454,-0.0137495035,0.053634264,0.30934978
NPTN-IT1,0.0066628642,-0.070942804,0.23774457,-0.17867287,-0.19088075,-0.14682043,0.03463849,0.4921395,-0.07585725,0.0163089,0.32166484,0.00061768666,-0.37289345,0.15026523,0.06565853,0.41610667,-0.35120714,-0.4436777,-0.40286428,-0.19094157,0.15420398,-0.08191657,0.45611987,0.36297724,0.10493679,0.2765683,0.019010141,0.08522757,-0.08315049,0.108650096,0.07424691,-0.05677601,-0.65653116,0.13487282,-0.060695417,-0.13374513,0.22050144,-0.037545525,0.089329146,-0.3216345,0.41434228,-0.120063454,-0.07443308,-0.3697476,-0.034610476,-0.19622475,-0.22110507,0.028344024,-0.03450024,-0.1114604,0.22209765,-0.305743,0.2503232,0.24430133,-0.5021369,-0.04569244,0.21287186,0.16476415,-0.3277746,0.31267172,-0.3576429,-0.29094094,-0.14887497,0.16017808
NRON,0.33693397,-0.12456001,0.40281135,-0.09848596,-0.18510877,0.30958134,0.012849793,-0.19084772,0.6341826,-0.12667514,-0.044794492,-0.37978524,-0.5974036,0.01652138,0.5369424,-0.29593623,-0.18463618,0.03973591,-0.1291883,0.11570424,-0.017574959,-0.21459892,0.16360079,0.1933752,-0.01978875,0.0060025007,0.28398225,0.2613616,-0.5022236,-0.021859363,0.21983868,0.21385737,-0.19356833,0.23039873,-0.30407658,0.13300106,0.1069137,0.3788121,0.009653762,0.07859921,-0.34401858,-0.33917433,0.23202315,0.5356628,-0.17726523,-0.27009252,0.19328293,-0.086648405,-0.02323272,0.16439474,0.3211341,0.042008974,-0.23416191,-0.21351841,-0.17684327,0.17935674,-0.1976141,0.25676668,-0.35191596,-0.0310098,0.012671895,0.20611238,0.25998762,0.08483064
PANDAR,-0.30541253,-0.2922643,0.6490649,-0.6973642,-0.2706555,-0.5267136,-0.04492967,0.52271265,0.106702164,-0.061774995,0.11631154,-0.09709419,-0.6511513,-0.092238076,0.16396473,0.116168156,-0.53844607,-0.22039324,-0.40687326,-0.66668123,0.5406085,0.16775514,0.7830274,0.29360545,0.24371943,0.29131654,-0.5035745,-0.30590147,-0.16685997,0.5568714,-0.2636688,-0.10734008,-0.7152155,0.2745817,0.17362657,-0.41243124,-0.09221797,0.28320456,0.16760239,-0.3237294,0.19302952,0.048532195,-0.21753159,-0.7343484,0.13743335,-0.12131365,-0.4639163,0.5065303,-0.28398362,0.3074715,-0.058170926,-0.5626106,0.29868448,-0.2036088,-0.69118315,-0.119111314,0.16246013,-0.0981515,-0.6532308,-0.08033419,-0.38259053,-0.2853693,-0.38946405,-0.21054517
PCA3,0.33680663,-0.12541616,0.06123158,0.0006197961,-0.3291402,0.28696105,0.30818805,0.099281766,0.3290323,-0.159346,-0.15357584,-0.32515386,-0.28457728,0.12939186,0.03272636,0.13093022,-0.3093006,-0.103035875,-0.28761435,0.05584239,-0.113261476,-0.11970733,0.120445415,0.24640998,0.0937487,0.10598476,0.4288718,0.16062833,-0.3033043,0.04948108,0.16809455,-0.26687562,-0.26958436,0.3087962,0.114457875,0.12098466,0.23598263,0.24888444,-0.10178131,0.109029815,0.09960928,-0.33298075,0.08431063,0.11208099,-0.22569185,-0.31536835,0.11699278,-0.24749148,0.13363643,-0.06955289,0.2364949,0.09576159,-0.19295603,0.11542635,-0.22948866,0.22325957,0.106840186,0.2546201,-0.3528471,0.0032655718,-0.20390767,-0.023671772,0.039977685,0.3047605
PCAT1,-0.26489243,0.14759207,0.67844796,-0.24091402,-0.23091683,-0.2700236,-0.03939781,0.44911957,-0.13727188,0.1782988,0.5517893,0.1978877,-0.7744174,0.23410624,0.44999176,0.20372738,-0.33130243,-0.4467857,-0.37395602,-0.35867947,-0.015473325,0.16201246,0.29562575,0.15948966,-0.0040732175,0.45958477,-0.2624954,0.19000329,0.12935226,0.10904312,-0.047980182,0.11472444,-0.76397115,0.048710734,-0.21668603,-0.37852126,-0.09933884,0.12157503,0.15847361,-0.68487215,0.39811796,-0.042459913,-0.36150703,-0.53522617,0.019503437,-0.09197396,-0.10216258,0.033867754,-0.18882371,-0.19552702,0.2827724,-0.7637002,0.4037308,0.19491492,-0.16482243,-0.3758276,0.39913502,0.26756805,-0.22188637,0.139191,-0.054990243,-0.197953,-0.31059566,0.09879111
PDZRN3-AS1,0.38965335,-0.14017804,0.06622134,-0.015052363,-0.37938806,0.33060864,0.36637053,0.034254808,0.3359695,-0.22421566,-0.19337946,-0.38229576,-0.27283227,0.11446598,0.01399507,0.12025792,-0.36917144,-0.09598287,-0.32804275,0.041426487,-0.13970703,-0.13317247,0.0870201,0.2397458,0.054119155,0.08394072,0.44981012,0.15135646,-0.35858792,0.072222315,0.15597329,-0.33388713,-0.22760566,0.36445802,0.17183235,0.16382934,0.23075157,0.27829668,-0.13516815,0.16939715,0.10783455,-0.3707039,0.11983111,0.11728614,-0.20792277,-0.36015022,0.08292887,-0.2467363,0.12563173,-0.089317724,0.26009953,0.086985834,-0.24405204,0.115465984,-0.2274274,0.26718152,0.104027845,0.27064306,-0.393802,-0.063142255,-0.17609565,0.011324979,0.051058333,0.2886103
PINK1-AS,0.39802316,-0.15000607,0.048256163,-0.0007295626,-0.38190398,0.3316984,0.37317452,0.07766517,0.3622659,-0.2141711,-0.20006783,-0.38193583,-0.2823694,0.13042864,0.010381252,0.12338544,-0.3664551,-0.078603625,-0.32498175,0.04421205,-0.13431744,-0.12807317,0.09470047,0.2517337,0.07918063,0.09025,0.47999543,0.14222114,-0.36630663,0.064004876,0.15367964,-0.33560494,-0.2485918,0.36110955,0.17188725,0.16100338,0.25420398,0.27293086,-0.118193224,0.16713417,0.10392363,-0.36995322,0.10697949,0.12313116,-0.2324816,-0.35554594,0.12778462,-0.2783961,0.14478117,-0.0765725,0.2616433,0.109694354,-0.25117555,0.123986214,-0.24310707,0.27053544,0.11614995,0.26938325,-0.38911316,-0.038360782,-0.20448788,-0.009476179,0.036113564,0.31088722
