,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Acquired Immunodeficiency Syndrome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5188736439991666,3.5885824961806085e-192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2804227372246085e-200,0.0,0.0,2.958157916587374e-22,0.0,0.0,0.0,0.3218662678379908,0.0,0.0,5.232491864626383e-45,1.4878800816191256e-33,4.448225626609535e-52,0.0,5.4976907075189794e-101,0.0,0.0,1.566270381249985e-217,9.248287195215621e-110,0.0,0.0,0.0,0.0,0.04799290534843403,0.0,0.0,0.0,0.0,0.0,0.0,1.9358844089728262e-05,2.5551852392904606e-34,0.004822732525615519,0.0,7.324876189335496e-26,0.0,1.9567511297699844e-170,0.0,-0.1503814458847046,-0.04940812289714813,-0.14792388677597046,-0.35940080881118774,-0.28500473499298096,-0.21392321586608887,0.10638958215713501,0.2244502156972885,-0.2785680890083313,0.41388392448425293,0.12224410474300385,-0.2851564884185791,0.38140374422073364,-0.3112528920173645,0.058148473501205444,0.08420567959547043,-0.1119694784283638,-0.11892084032297134,0.1493431031703949,0.1853415071964264,0.07116885483264923,0.0974002331495285,0.669396162033081,-0.00044232606887817383,-0.17075979709625244,-0.2993549108505249,0.21458420157432556,-0.026797868311405182,0.2801401913166046,-0.09143747389316559,-0.3639666736125946,-0.630745530128479,0.17880329489707947,0.011414710432291031,0.04343865066766739,0.06703831255435944,0.02462932839989662,0.18249090015888214,-0.19105064868927002,0.2093479186296463,-0.06647604703903198,-0.03975541889667511,0.0924149751663208,0.37816986441612244,0.25678175687789917,0.13873296976089478,0.06378700584173203,0.3723413944244385,-0.10360927879810333,0.13674508035182953,0.007160663604736328,0.368590772151947,-0.4317105710506439,0.17462056875228882,-0.1717083603143692,-0.5242345333099365,-0.852634072303772,0.19975867867469788,-0.22173643112182617,0.3696209788322449,-0.15297041833400726,-0.024950824677944183,0.07090207934379578,0.3373355269432068
Neoplasms,0.49567322934377994,0.05630704481167558,0.0002733055675384885,0.0008050671331125374,0.005969457660401815,0.0,0.0017071440490422523,0.031171701712002602,2.2100751901733085e-23,0.0,0.0,0.04467025519141164,0.0,0.002720097801872257,0.1018389180666176,0.0,0.030662311186774815,0.24154567866517548,0.44862142746185607,0.03735007882682893,5.238127761670653e-06,0.0001635687549943473,0.10044424008797534,0.0,0.00023123099250346472,0.08755233811851003,0.06576185776670836,2.1405442564272938e-05,0.04648206378037061,1.5631570749132355,0.09150254078204675,0.05898201324480958,0.0032160789969680648,9.324958493793391e-06,0.3948368724438209,0.0,0.0013635264638668836,0.07486090005925021,1.2510092484923916,0.0,0.2947390459050357,0.007384275027706562,0.0,0.0761679605642862,0.10902117897045702,0.0002774378034989959,0.04958095513710133,9.033724853488347e-06,0.001345051856756062,0.3545985219132231,0.0008043014513946563,0.0,0.0,0.007179446506663587,0.0017860524987448534,0.07118712465223843,0.1142120383587199,0.0027113680804552497,0.4066003689388286,0.025506919811745094,0.25782293394498657,0.20950304497789485,0.011279845849800189,0.103326042916927,0.10829323530197144,0.26449817419052124,0.5136338472366333,-1.0691183805465698,0.086019366979599,0.7263667583465576,0.5593417882919312,0.9723502993583679,0.6579740047454834,0.18252331018447876,0.6173964738845825,-0.4870862364768982,-0.4959210157394409,-1.027917742729187,-0.1497536599636078,-0.19244609773159027,-0.6194962859153748,-0.09232892096042633,0.5627057552337646,-0.667901337146759,1.3778291940689087,0.5161736011505127,-0.8427920937538147,0.6114881038665771,-0.29996776580810547,-0.8228269815444946,-1.0046194791793823,0.044294506311416626,0.82414311170578,-0.03428211063146591,0.4127175807952881,-0.8442785143852234,0.7598025798797607,0.2895429730415344,-0.4090505540370941,-0.03903926908969879,-0.28058815002441406,0.4931694567203522,0.14208930730819702,1.0156989097595215,-0.32070252299308777,0.9557704925537109,-0.5350927114486694,-0.2815161347389221,0.03694063425064087,-0.6949162483215332,0.26738929748535156,0.8174685835838318,-0.09750169515609741,-0.039943546056747437,0.5533603429794312,1.252583384513855,-0.5817806124687195,-0.39932894706726074,-0.06910158693790436,-0.04135194420814514,1.4564130306243896,0.10603801906108856,0.011500239372253418,0.9710458517074585,-0.5518357753753662,0.14647069573402405,0.48155954480171204,0.11364693939685822
Cardiomegaly,9.800108486486563e-40,6.518020296329666e-230,2.549310050396445e-227,1.083770410330501e-213,3.978081678168187e-225,0.0,0.0,0.0,0.0,0.022248837369107828,0.0,7.23660696861837e-192,0.0,0.003518608955830857,0.05435971726867712,0.0,1.098807026056122e-76,0.0,5.929498961543213e-149,1.161832489124045e-71,0.0,3.406932748594734e-149,1.9617699290133433e-305,0.0,3.153420403654821e-57,4.8714843875360204e-139,1.0886231958262121e-23,2.6548425269761385e-50,0.0,5.434198781018116e-09,3.2214375534852735e-36,9.750737377415743e-38,5.13163955189043e-289,0.0,1.7487463544313706e-100,0.0,1.33734624527067e-17,2.2732287237372414e-08,2.5511980454850678e-52,0.0,1.4099521796999425e-28,0.0,0.0,0.1725080288640646,1.4056032650209317e-54,5.015680653632062e-142,1.3864436647403266e-213,0.0,7.709508367562076e-09,0.6950956660679397,4.4920710487651914e-98,0.0,0.0,1.2556453061158606e-46,9.670561830721422e-63,0.0,0.027788176755360137,2.3620110107626295e-33,0.23078012341933032,0.011520758862476966,1.578745645504575e-07,5.253526987048736e-05,1.7656314421924423e-06,4.228471679621115e-42,0.328387051820755,0.042618900537490845,0.178114652633667,-0.46492141485214233,-0.3086625039577484,-0.12460813671350479,0.25932830572128296,0.14063788950443268,-0.4085930287837982,-0.30062180757522583,0.4281993508338928,0.022263985127210617,0.11012817174196243,-0.3004063665866852,0.03771347552537918,0.4311206340789795,0.042645085602998734,-0.43153324723243713,0.27526095509529114,-0.07692553848028183,-0.03580824285745621,-0.19065046310424805,0.4757639169692993,-0.012293783016502857,0.46902787685394287,-0.2732977569103241,-0.17205892503261566,0.21402941644191742,0.2061607986688614,0.25696036219596863,0.2380007803440094,-0.507629930973053,0.09375166147947311,-0.1403695046901703,-0.1158074215054512,0.06967540085315704,-0.12750616669654846,-0.16104811429977417,0.07843924313783646,-0.49425143003463745,-0.03962145000696182,0.36174100637435913,0.03234054520726204,0.1716126799583435,-0.04418152570724487,-0.28475186228752136,-0.337612509727478,0.20394237339496613,-0.3095751106739044,-0.07531238347291946,-0.02339256927371025,0.10900023579597473,-0.09148833900690079,-0.07597909867763519,0.3920239210128784,0.07027081400156021,0.13454516232013702,-0.2624831795692444,-0.32541295886039734,-0.22447682917118073,0.18047305941581726,-0.016513852402567863,0.41905975341796875,-0.275093138217926
Stomach Neoplasms,0.47864116938267154,0.06674251623344568,0.050010966910142736,0.00048725864781217333,0.02556540457629067,0.0,0.03749043273028516,0.04834232257112093,0.00012335608899126873,0.03689307248347726,0.0,0.002593765752717611,0.0,0.10098959703639333,0.0633356800971382,0.0,0.0061338296531933565,0.06035815128690725,0.31490661019157523,0.03343220569910983,0.0009604912726384368,0.24749140359173508,0.2300300459332742,0.0,0.0038189899655881204,0.17017595636549576,0.20316800034486843,3.172179571506439e-06,0.05211016155261839,0.0016330766929586568,0.18341313797097922,0.11392359119990904,0.007904877070627987,0.0002477679702935586,0.0139354394471249,0.0,0.5851621424471113,1.2964547446257941,0.24909331768205015,0.0,0.03821876648283932,0.0375225835176618,0.0,0.04099506932535689,0.2344178189607502,0.36331653937683933,0.07857951508134593,0.0010278565983952244,0.013448440542647001,0.3855815265516572,0.20293838507118903,0.0,0.0,0.00632889770552361,0.4704390447965124,0.04411227016001471,0.1911084596134528,0.788823860886281,0.3038751959231899,0.034372655978638554,0.4890765940805228,0.10532017108741466,0.0,0.07719067526271298,0.01818111538887024,1.78652024269104,0.8853288888931274,-0.025871820747852325,-0.5764158964157104,-0.034859299659729004,1.4056074619293213,1.3457856178283691,0.13618269562721252,0.13580439984798431,0.3056313991546631,-0.638229489326477,-0.28014102578163147,-0.0471663773059845,1.085150957107544,0.38047122955322266,-0.4259570240974426,-0.540216863155365,0.5121204257011414,-0.6711808443069458,1.0164055824279785,0.5650225877761841,-0.7953662872314453,0.5663490891456604,0.1934853494167328,-0.8555299639701843,-0.9272291660308838,-0.4809253215789795,0.19550937414169312,0.008811742067337036,0.9277039170265198,-0.12236124277114868,0.14886844158172607,0.7652963399887085,-1.213844656944275,0.5130264759063721,-0.6453738808631897,1.5635923147201538,0.7684551477432251,0.9507380723953247,0.9901555776596069,0.31322139501571655,-0.298004686832428,0.2490433007478714,-0.4670979380607605,-0.06410165131092072,-0.18786942958831787,0.05667915940284729,-1.4381376504898071,-0.9450147747993469,0.032917797565460205,0.76224285364151,-0.631300687789917,0.1585959792137146,0.12444207072257996,0.41844627261161804,0.1766655445098877,-0.5649450421333313,-1.018625020980835,1.1922733783721924,-0.37981387972831726,0.09219062328338623,-0.5425850749015808,-0.05453404784202576
Multiple Sclerosis,5.3004813070248536e-09,0.0,1.9664335277315297e-60,1.1687785229643205e-23,8.300176722190555e-226,0.0,4.404449842107042e-22,4.2427506613003934e-07,1.4260360871008463e-05,0.0,0.0,6.270524232118028e-61,0.0,0.0007663177526153781,0.00075211537708357,0.0,2.4813041659253147e-72,4.777677625686842e-08,1.5839030301219382e-207,8.103701394781109e-17,0.0,8.88879046561979e-39,1.1519256141410657e-112,0.0,5.331703163194685e-156,2.71248148155566e-18,1.1527496359881758e-30,0.0,3.640529071126403e-201,5.857735497892482e-17,4.747200947774157e-25,7.728524897551845e-68,1.593465749103458e-17,3.345447278287685e-11,1.2050915206831196e-33,0.0,1.8549612995580225e-07,1.2274795612535679e-11,1.1581649745532355e-25,0.0,5.345540711864588e-13,7.307963117857761e-199,0.0,0.2527192742712309,2.512231343867293e-07,5.7540560362424015e-12,0.015838921334022656,2.7736406348742396e-27,2.8878006679733622e-30,0.007015676979107663,9.921632100281396e-28,0.0,0.0,3.9874721993491826e-13,5.095749940321545e-240,9.56757659550373e-260,1.408889619902934,1.4890033217514145e-19,0.11361561844533526,1.1636980268177201e-07,3.067399110955621e-11,3.786559457277211e-39,3.0760911381083984e-15,6.664831247223641e-08,0.213026225566864,0.25302043557167053,-0.31984394788742065,-0.273576557636261,-0.06386000663042068,-0.48743313550949097,0.052380263805389404,0.5361610054969788,-0.1370045244693756,0.30686211585998535,0.3865489363670349,-0.09484586119651794,0.5744165778160095,-0.020793788135051727,-0.3436950743198395,0.18636779487133026,0.34358352422714233,-0.0072668567299842834,-0.10255376249551773,0.274208664894104,-0.10048350691795349,0.3418518006801605,0.009413022547960281,0.5860265493392944,-0.2809005081653595,-0.2370731234550476,-0.6038699746131897,-0.11102384328842163,-0.2536405324935913,-0.07383165508508682,0.016696300357580185,-0.2653040289878845,0.08121545612812042,0.5301735997200012,-0.2205994427204132,0.03788898140192032,0.052667222917079926,-0.4440917670726776,0.15869390964508057,-0.18848994374275208,-0.083319753408432,-0.4001856744289398,0.08957352489233017,0.043198078870773315,-0.006433963775634766,0.6050188541412354,-0.20901410281658173,-0.13797086477279663,-0.3574848771095276,-0.18102425336837769,0.15296955406665802,0.2864803671836853,0.06587229669094086,0.15167950093746185,0.09142924845218658,-0.29125431180000305,-0.12091554701328278,0.10105107724666595,-0.4970514178276062,0.10473167896270752,0.1530727595090866,0.1975245177745819,0.21246835589408875,-0.07860589027404785
Glioma,1.2962519098315164,0.022953865561581074,0.20085802633306418,0.003332007499146311,0.039018933479170785,0.0,0.0011578013253052994,0.005273771927739031,0.00030359698667268897,0.03567268449086908,0.0,0.016791422740276174,0.0,0.001881692584338015,0.1554911910389694,0.0,0.01477817535814018,0.024770180104016996,0.05332275395829657,0.06444887365338076,0.0001760699139827617,0.009297856330163147,0.010111653040085995,0.0,0.015724874423140443,0.003392347115568748,0.0006199420769813222,0.0006533070612353805,0.05496590587993911,0.0001981829089638742,0.07835907564559691,0.2159077515848987,0.003319318061774018,4.133347739592928e-06,0.02080758218498171,0.0,0.0037968222648554297,0.011392857249112872,0.0005168146450860949,0.0,0.0276825199593421,0.12076122075852652,0.0,0.014802543268177565,0.328478746077201,0.01563953299744179,0.12998701792478337,1.264352058519595,0.335149148832003,0.1507776706143283,0.32962965261935695,0.0,0.0,0.0013044150705436648,0.2833568815164208,0.052382745290111624,0.039487407029069964,0.0003971954541970922,7.153076867473469e-07,0.09268289519319313,0.0,0.020589549884376664,0.1842093940695298,0.027129076676296417,-0.5537985563278198,1.0711448192596436,0.415609210729599,0.34811994433403015,0.36485159397125244,-0.5823251008987427,0.26406973600387573,0.43701687455177307,-0.05812370777130127,-0.020293623208999634,0.48401832580566406,0.042903319001197815,-0.8197576403617859,0.9385173916816711,0.126642644405365,0.06564176082611084,-0.09411293268203735,-0.46517688035964966,0.4101319909095764,-0.2667269706726074,0.522426962852478,1.357612133026123,-1.0077534914016724,1.206351637840271,-0.16896018385887146,-0.5876857042312622,-1.0519171953201294,-0.5356760025024414,1.024699091911316,0.6801739931106567,-0.3828745484352112,-0.5583591461181641,0.5341050028800964,0.21641355752944946,0.08963707089424133,-0.7502022385597229,-0.19812434911727905,0.6530460119247437,0.8191678524017334,1.2620022296905518,0.620082437992096,0.08315074443817139,0.2957952320575714,-1.0432096719741821,-0.7791762351989746,0.470586359500885,0.14419904351234436,0.2395438700914383,0.2239437997341156,-0.06834398210048676,-0.47478407621383667,-0.34697920083999634,-0.5189855694770813,0.18945258855819702,0.12367168068885803,-0.18399102985858917,0.1644430160522461,-0.6432773470878601,-0.18277126550674438,0.5782188773155212,-0.731404185295105,0.3043246567249298,-0.21191886067390442,-0.0228264182806015
"Cardiomyopathy, Dilated",1.2177414441871355e-10,0.0,0.0,1.152048648007982e-189,3.6504238042409527e-81,0.0,0.0,0.0,0.0,3.429713928982376e-189,0.0,0.0,0.0,0.0,0.12468767808743589,0.0,0.0,0.006079298497577918,5.854700386269969e-23,0.0,0.0,0.0,9.62081970230516e-161,0.0,0.0,1.9722957061001344e-08,0.0,0.0,0.0,2.3301409516959655e-41,1.4167425257818535e-64,0.0,0.0,0.0,9.14849391345805e-15,0.0,3.977164796254314e-160,0.0,2.2029983687189435e-17,0.0,1.918355545496545e-268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.307523007574348e-52,5.919838858236375e-119,0.0,0.0,1.242727501568038e-193,2.364498726528923e-08,0.7903055280986959,9.269769833886288e-63,4.724860371e-314,0.0,0.0,6.085623965926632e-19,0.0,2.350097555726404e-09,1.0780030101323385e-06,0.3992835581302643,0.009905368089675903,-0.009767302311956882,-0.41114968061447144,0.31218650937080383,0.00223563308827579,0.36018145084381104,-0.10263267904520035,-0.020549310371279716,-0.14447426795959473,0.05372975766658783,-0.018775269389152527,0.4664725363254547,-0.12670999765396118,0.0812106728553772,0.4041314423084259,-0.10218986868858337,-0.2855185270309448,-0.3329009413719177,-0.12325010448694229,-0.18981879949569702,-0.24583739042282104,-0.13360998034477234,-0.10348834097385406,0.2859659790992737,0.17263156175613403,-0.13036923110485077,-0.39212751388549805,0.18412119150161743,-0.12772491574287415,-0.0827338844537735,0.08137506246566772,0.22720269858837128,0.5116568207740784,-0.16415932774543762,0.059858571738004684,0.44771504402160645,0.002100858837366104,0.44314539432525635,0.15290787816047668,-0.1413135677576065,-0.07411213219165802,-0.27370691299438477,0.098667673766613,-0.24498692154884338,-0.010994336567819118,0.2429865151643753,0.3390449285507202,0.5232809782028198,-0.010290874168276787,0.32149285078048706,-0.253788560628891,0.058114055544137955,-0.35070887207984924,-0.045351628214120865,-0.10049161314964294,-0.08665205538272858,0.0059686824679374695,0.36136820912361145,0.016557592898607254,-0.22644902765750885,-0.13346891105175018,-0.31180694699287415,0.07603476941585541
Hepacivirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7889118888879023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39893990755081177,0.009817023761570454,-0.009538669139146805,-0.41105151176452637,0.31201907992362976,0.0021461404394358397,0.36030203104019165,-0.10262395441532135,-0.020430155098438263,-0.14484861493110657,0.05368025600910187,-0.01849256083369255,0.46633410453796387,-0.12652571499347687,0.08130215108394623,0.4042341411113739,-0.10218781232833862,-0.2851575016975403,-0.33309632539749146,-0.12298162281513214,-0.18964794278144836,-0.2454967498779297,-0.13331523537635803,-0.10330040752887726,0.28612685203552246,0.17255717515945435,-0.1302160918712616,-0.3921893835067749,0.1841571033000946,-0.1276731789112091,-0.08275321125984192,0.08162947744131088,0.22693723440170288,0.5117526054382324,-0.16391780972480774,0.06005606800317764,0.4474816918373108,0.002011294709518552,0.4426317811012268,0.1529461145401001,-0.14100836217403412,-0.07393179833889008,-0.2733762264251709,0.09867501258850098,-0.24469435214996338,-0.010925089940428734,0.24315616488456726,0.3387858271598816,0.52305668592453,-0.010467013344168663,0.32115307450294495,-0.253762423992157,0.057994961738586426,-0.35029077529907227,-0.04497864842414856,-0.10076555609703064,-0.08657712489366531,0.005987665615975857,0.36107873916625977,0.016440387815237045,-0.22593659162521362,-0.13366688787937164,-0.31162595748901367,0.07620613276958466
Spinocerebellar Ataxias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975048245289736,-0.04121658205986023,-0.013556718826293945,-0.1404876559972763,0.2193944752216339,-0.21065136790275574,0.11313365399837494,0.3641287684440613,0.44393399357795715,-0.02974482625722885,0.1192701905965805,-0.03110581636428833,-0.10009360313415527,0.3047461211681366,-0.09226309508085251,-0.38697463274002075,0.0682266354560852,0.21292755007743835,-0.030516695231199265,0.17499372363090515,-0.024478552863001823,0.11047884076833725,0.12492295354604721,0.04149483144283295,-0.042497970163822174,-0.2917289435863495,0.06938681751489639,0.2701694965362549,-0.15197248756885529,-0.22954541444778442,-0.2795411944389343,-0.09062574803829193,0.17660045623779297,-0.2389443814754486,-0.2920817732810974,0.1546163707971573,0.19928273558616638,0.15427255630493164,0.12025417387485504,0.35274773836135864,-0.24161410331726074,0.1470775604248047,0.2935749292373657,0.09825006872415543,-0.21167168021202087,-0.09188859909772873,0.06623108685016632,0.27578005194664,0.20643731951713562,0.125799298286438,-0.03703559935092926,0.18745827674865723,-0.1559218466281891,-0.39169323444366455,0.5101763010025024,0.39847123622894287,0.08091820776462555,0.1560962051153183,-0.1085636168718338,0.3118588328361511,-0.23083536326885223,-0.3920894265174866,-0.15052668750286102,0.20235314965248108,-0.20173844695091248
Alzheimer Disease,0.0039576667095236355,2.6579383307167453e-86,4.9002088893665e-62,2.3748796130033057e-05,0.00042044179466171856,0.0,1.2805996342219918e-203,1.3797440515733189e-15,4.838655265103806e-65,0.011196474244693635,0.0,0.0007457030977917336,0.0,2.8647064454963443e-30,0.026876779475786008,0.0,1.8699069602588674e-35,0.6070588247518797,4.886286123744526e-05,1.1468789949702531e-152,0.3939684052178308,0.00031376989334844165,0.00026458987927217517,0.0,5.027580503241111e-33,8.65081480971122e-07,3.2320418101378526e-05,3.740540581378362e-37,8.948769473086523e-10,2.1542970903267487e-09,0.2373810514983467,2.863734346464267e-73,5.8035077972738776e-08,0.0,0.022144257564905564,0.0,0.9419237823640632,3.31276446098927e-06,0.0954696735809717,0.0,0.0008253285138985631,7.68653808424967e-05,0.0,5.300991971290007e-150,1.4231912190529677e-06,0.0,2.5453351639280198e-138,1.9406604124867156e-06,0.0001809394853358224,0.0068002118133143824,6.11442925321824e-28,0.0,0.0,0.8866686631901044,0.6679043613630501,0.027456044462286344,0.00304896240994562,5.415768570055606e-47,2.9613403260148104e-11,2.845770388995233e-76,0.8981597767002596,2.3444901805468622e-24,0.1293958955057063,0.0010869684462711483,-0.18097034096717834,0.7309027910232544,0.014899849891662598,0.06280076503753662,0.2520250082015991,0.6465176939964294,-0.13356715440750122,0.1647617071866989,0.6662232875823975,-0.05270231515169144,-0.25718963146209717,-0.3359716534614563,-0.003070235252380371,0.39292842149734497,-0.582813560962677,-0.41168850660324097,-0.5380367040634155,-0.49008458852767944,0.11983926594257355,-0.07202939689159393,0.3898288905620575,-0.3135233521461487,0.27255427837371826,0.28086307644844055,0.632626473903656,-0.0664713978767395,0.3719779849052429,-0.5193557143211365,0.2773461639881134,-0.5983806848526001,0.28076469898223877,-0.7196705341339111,0.5421215891838074,-0.08072198927402496,-0.37940776348114014,-0.16946914792060852,-0.16280442476272583,-0.17682066559791565,-0.03032510355114937,0.0236167311668396,-0.33140695095062256,-0.33303433656692505,-0.28075677156448364,-0.5613478422164917,-0.33074039220809937,0.7499663233757019,-0.6207321286201477,0.24675346910953522,0.5332891345024109,0.46130117774009705,0.05730634927749634,-0.40333640575408936,-0.6364240646362305,-0.18684500455856323,-0.3750734329223633,-0.22866134345531464,0.607692301273346,-0.9881737232208252,-0.011958107352256775,0.12896981835365295,-0.5280077457427979,0.8304804563522339,-0.08964648842811584,0.3977940082550049
